-16.632,-49.221,746.8
-17.652,-39.253,11
-20.469,-54.673,558.7
-20.258,-40.286,3.4
-21.985,-47.335,599.8
-22.55,-55.703,657.1
-22.792,-45.205,536.8
-22.175,-51.425,450.2
-23.007,-47.135,661.4
-22.345,-49.054,617.2
-22.809,-43.244,8.5
-22.875,-43.385,33.5
-22.91,-43.163,3.4
-23.334,-51.13,569.1
-22.922,-42.074,4.3
-23.627,-46.655,801.9
-23.925,-46.288,3
-25.596,-54.487,239.9
-25.528,-49.176,910.7
-27.67,-48.547,6.1
-29.782,-57.038,78
-29.711,-53.688,87.5
-29.994,-51.171,3.4
-31.391,-54.112,182.9
-31.718,-52.328,18
-0.95,-80.683,14.6
-0.907,-78.616,2805.7
-2.157,-79.884,5.8
-3.553,-80.381,35.1
-3.785,-73.309,93.3
-4.577,-81.254,86
-5.206,-80.616,35.4
-5.894,-76.118,178.9
-6.787,-79.828,29.6
-6.509,-76.373,274.3
-8.081,-79.109,32.3
-8.378,-74.574,156.4
-12.022,-77.114,34.4
-12.614,-69.229,200.9
-13.155,-74.204,2717.9
-13.536,-71.939,3310.1
-13.745,-76.22,11.9
-15.467,-70.158,3825.8
-16.341,-71.583,2561.8
-18.053,-70.276,468.8
-11.04,-68.783,271.9
-11.017,-66.117,135
-13.333,-64.15,141
-14.3,-67.367,280
-14.483,-67.483,202
-14.819,-64.918,155.1
-16.513,-68.192,4061.5
-17.421,-66.177,2548.1
-17.963,-67.076,3702.1
-17.645,-63.135,373.4
-17.812,-63.171,417.9
-18.317,-59.75,284
-19.543,-65.724,3935.9
-20.05,-63.567,792
-21.255,-63.406,398.1
-21.556,-64.701,1854.4
-21.961,-63.652,645
-18.349,-70.339,50.9
-20.535,-70.181,47.2
-23.444,-70.445,138.7
-27.165,-109.422,69.2
-29.916,-71.2,146.6
-34.967,-71.217,242
-36.773,-73.063,7.9
-39.65,-73.086,18
-41.439,-73.094,89.6
-45.916,-71.689,524.9
-53.003,-70.855,42.4
-22.045,-60.622,168.6
-23.633,-55.833,563
-23.442,-57.427,77.1
-25.24,-57.519,89
-25.767,-56.433,161
-26.667,-57.15,126
-27.317,-55.833,91
-30.401,-56.508,128
-30.975,-55.476,223
-31.433,-57.983,57
-32.365,-58.061,55
-32.338,-54.217,114
-33.25,-58.067,22
-33.217,-54.383,46
-33.359,-56.499,93
-34.456,-57.771,21
-34.483,-54.3,18
-34.789,-56.265,53
-34.838,-56.031,32
-22.62,-63.794,449
-24.393,-65.098,920.2
-24.856,-65.486,1246
-24.721,-60.549,129.8
-25.737,-54.473,279.2
-26.841,-65.105,455.7
-27.766,-64.31,199.9
-27.45,-59.056,52.7
-26.213,-58.228,59.1
-27.446,-58.762,61.9
-27.386,-55.971,131.1
-29.382,-66.796,437.7
-28.596,-65.752,463.9
-29.9,-63.683,341
-29.883,-61.95,88
-29.183,-59.7,48
-29.689,-57.152,70.1
-31.571,-68.418,597.1
-30.367,-66.283,467
-31.945,-65.146,583.7
-31.324,-64.208,488.9
-31.667,-63.883,338
-31.712,-60.812,17.1
-31.795,-60.48,74.1
-30.272,-57.64,53
-31.297,-57.997,34.1
-33.083,-68.417,653
-32.832,-68.793,704.1
-33.273,-66.356,709.9
-33.73,-65.387,484.9
-33.085,-64.261,420.9
-32.684,-62.158,110
-32.904,-60.785,25.9
-33.01,-58.613,22.9
-35.494,-69.574,1430.1
-34.588,-68.403,752.9
-34.135,-63.362,136.9
-34.546,-60.931,79.9
-34.822,-58.536,20.4
-34.559,-58.416,5.5
-34.972,-57.895,21.9
-36.588,-64.276,192
-37.237,-59.228,175
-36.35,-57.733,9
-38.387,-60.33,121.9
-37.934,-57.573,21.6
-38.949,-68.156,272.8
-38.725,-62.169,75
-41.151,-71.158,846.1
-40.783,-65.1,20
-40.869,-63,6.1
-42.908,-71.139,798.9
-43.211,-65.27,43
-45.785,-67.466,57.9
-49.307,-67.803,57.9
-51.609,-69.313,18.6
-53.778,-67.749,19.8
-54.843,-68.296,21.6
29.183,-81.048,12.5
27.7,-97.433,9.1
30.321,-97.76,200.6
30.511,-99.766,533.1
32.567,-117.117,7
30.393,-84.353,20.7
30.217,-81.883,25.3
31.25,-81.467,9.1
